noun,adjective,verb,preposition,phrase,latin_translation,genitive,accusative,gender,declination,english_translation,english_definition,german_translation,slovak_translation,german_definition,slovak_definition,spanish_translation,spanish_definition,norvegian_translation,norwegian_definition,icelandic_translation,icelandic_definition
0,1,0,0,0,Sclerosis,,,,,Sclerosis,Hardening of tissue,Sklerose,Skleróza,Härtung des Gewebes,Kalenie tkanív,Esclerosis,Endurecimiento del tejido,Sklerose,Herding av vev,Sclerosis,Herða vefi
0,0,0,0,1,Sclerosis multiplex,,,,,Multiple sclerosis,,Multiple Sklerose,Roztržitá skleróza,,,Esclerosis múltiple,,Multippel sklerose,,MS -sjúkdóm,
1,0,0,0,0,Section,,,,,Section,Action of cutting,Abschnitt,Sekcia,Wirkung des Schneidens,Pôsobenie,Sección,Acción de cortar,Del,Handling av skjæring,Kafli,Aðgerð skurðar
0,0,0,0,1,segment or part of any organ,,,,,Part,,Teil,Časť,,,Parte,,Del,,Hluti,
1,0,0,0,0,Sectus,Secti,Sectum,m.,2nd,Section,Cutting or division of something,Abschnitt,Sekcia,Schneiden oder Aufteilung von etwas,Rezanie alebo rozdelenie niečoho,Sección,Corte o división de algo,Del,Kutting eller inndeling av noe,Kafli,Skurður eða skipting á einhverju
0,1,0,0,0,Secundarius,Secundarii,Secundarium,,,Secondary,Secondary in order,Sekundär,Druhoradý,Sekundär in Ordnung,Sekundárne,Secundario,Secundario en orden,Sekundær,Sekundær i orden,Auka,Efri í röð
1,0,0,0,0,Secundigravida,Secundigravidae,Secundigravidam,f.,1st,Second-time pregnant woman,Having been pregnant once before,Zweitjährige schwangere Frau,Druhá tehotná žena,Schon einmal schwanger gewesen,Bol som tehotná raz predtým,Mujer embarazada por segunda vez,Haber estado embarazada una vez antes,Andre gang gravid kvinne,Etter å ha vært gravid en gang før,Í öðru skipti barnshafandi kona,Eftir að hafa verið barnshafandi einu sinni áður
1,0,0,0,0,Secundus,Secundi,Secundum,m.,2nd,Second,Position two,Zweite,Druhý,Position zwei,Pozícia dva,Segundo,Posición dos,Sekund,Posisjon to,Annað,Staða tvö
1,0,0,0,0,Sedativum,Sedativi,Sedativum,n.,2nd,Sedative,Substance used to calm,Beruhigungsmittel,Sedatívny,Substanz zur Beruhigung verwendet,Látka používaná na upokojenie,Sedante,Sustancia utilizada para calmar,Beroligende middel,Stoff som brukes til å roe seg,Letrandi,Efni notað til að róa
1,0,0,0,0,Segmentum,Segmenti,Segmentum,n.,2nd,Segment,Portion of a whole,Segment,Segment,Teil eines Ganzen,Časť celku,Segmento,Parte de un todo,Segment,Del av en helhet,Hluti,Hluti af heildinni
1,0,0,0,0,Senectus,Senecti,Senectum,m.,2nd,Old age,Time of life in later years,Alter,Staroba,Lebenszeit in späteren Jahren,Čas života v neskorších rokoch,Vejez,Tiempo de vida en años posteriores,Alderdom,Livstidspunktet i senere år,Elli,Lífstími á síðari árum
0,1,0,0,0,Senilis,,,,,Senile,Relating to old age,Senil,Senilný,Im Zusammenhang mit dem Alter,Týkajúce sa staroby,Senil,Relacionado con la vejez,Senil,Relatert til alderdom,Senile,Sem tengjast elli
1,0,0,0,0,Sensus,Sensi,Sensum,m.,2nd,Sense,Ability to perceive stimuli,Sinn,Zmysel,"Fähigkeit, Reize wahrzunehmen",Schopnosť vnímať podnety,Sentido,Capacidad para percibir estímulos,Sans,Evne til å oppfatte stimuli,Sense,Geta til að skynja áreiti
0,1,0,0,0,Sepsis,,,,,Sepsis,Body's response to infection,Sepsis,Sepsa,Reaktion des Körpers auf Infektionen,Reakcia tela na infekciu,Septicemia,La respuesta del cuerpo a la infección,Sepsis,Kroppens svar på infeksjon,Sepsis,Viðbrögð líkamans við sýkingu
1,0,0,0,0,Septimus,Septimi,Septimum,m.,2nd,Seventh,Position seven,Siebte,Siedmy,Position sieben,Miesto,Séptimo,Posición siete,Syvende,Posisjon syv,Sjöunda,Staða sjö
1,0,0,0,0,Sesamoideus,Sesamoidei,Sesamoideum,m.,2nd,Sesamoid,Small bone embedded in a tendon,Sesamoid,Sezamoid,Kleiner Knochen in eine Sehne eingebettet,Malá kosť zabudovaná do šľachy,Sesamoideo,Pequeño hueso incrustado en un tendón,Sesamoid,Lite bein innebygd i en sene,Sesamoid,Lítið bein innbyggt í sin
1,0,0,0,0,Seu,,,,,Or,Used to connect alternatives,Oder,Alebo,"Wird verwendet, um Alternativen zu verbinden",Používa sa na pripojenie alternatív,O,Se usa para conectar alternativas,Eller,Brukes til å koble til alternativer,Eða,Notað til að tengja valkosti
1,0,0,0,0,Sextus,Sexti,Sextum,m.,2nd,Sixth,Position six,Sechste,Šiesty,Position sechs,Pozícia šesť,Sexto,Posición seis,Sjette,Posisjon seks,Sjötti,Staða sex
1,0,0,0,0,Siccus,Sicci,Siccum,m.,2nd,Dry,Without moisture,Trocken,Suchý,Ohne Feuchtigkeit,Bez vlhkosti,Seco,Sin humedad,Tørke,Uten fuktighet,Þurrt,Án raka
1,0,0,0,0,Sigmoideus,Sigmoidei,Sigmoideum,m.,2nd,Sigmoid,"Shaped like the letter ""S""",Sigmoid,Sigmoid,"Form wie der Buchstabe ""S""",V tvare písmena „s“,Sigmoideo,"Formado como la letra ""s""",Sigmoid,"Formet som bokstaven ""s""",Sigmoid,"Mótað eins og bréfið ""s"""
1,0,0,0,0,Signum,Signi,Signum,n.,2nd,Sign,Symbol or mark,Zeichen,Znak,Symbol oder Mark,Symbol,Firmar,Símbolo o marca,Skilt,Symbol eller merke,Sign,Tákn eða merki
1,0,0,0,0,Simplex,,,,,Simple,Not complex,Einfach,Jednoduchý,Nicht komplex,Nie zložitý,Simple,No complejo,Enkel,Ikke kompleks,Einfalt,Ekki flókið
1,0,0,0,0,Singulus,Singuli,Singulum,m.,2nd,Single,One,Einzel,Slobodný,Eins,Jeden,Soltero,Uno,Enkelt,En,Stakt,Eitt
1,0,0,0,0,Sinister,,,,,Left,Opposite of right,Links,Vľavo,Gegenteil von rechts,Oproti právu,Izquierda,Opuesto a la derecha,Igjen,Motsatt av høyre,Vinstri,Andstætt rétt
0,1,0,0,0,Sinistrocerebralis,,,,,Relating to the left side of the brain,Having a left brain focus,In Bezug auf die linke Seite des Gehirns,Týkajúce sa ľavej strany mozgu,Einen linken Gehirnfokus haben,Zameranie ľavého mozgu,Relacionado con el lado izquierdo del cerebro,Tener un enfoque cerebral izquierdo,Relatert til venstre side av hjernen,Å ha et venstre hjernefokus,Sem tengjast vinstri hlið heilans,Að hafa vinstri heila fókus
1,0,0,0,0,Sinus,Sini,Sinum,m.,2nd,Sinus,Cavity or channel in the body,Sinus,Dutina,Hohlraum oder Kanal im Körper,Dutina alebo kanál v tele,Seno,Cavidad o canal en el cuerpo,Bihule,Hulrom eller kanal i kroppen,Sinus,Hola eða rás í líkamanum
0,1,0,0,0,Sitis,,,,,Hunger,Need for food,Hunger,Hlad,Nahrungsbedürfnis,Potreba jedla,Hambre,Necesidad de comida,Sult,Behov for mat,Hungur,Þörf fyrir mat
1,0,0,0,0,Situs,Siti,Situm,m.,2nd,Position,Location of something,Position,Pozícia,Ort von etwas,Umiestnenie niečoho,Posición,Ubicación de algo,Stilling,Plassering av noe,Staða,Staðsetning eitthvað
0,0,0,0,1,In situ,,,,,In its original place,,An seinem ursprünglichen Ort,Na pôvodnom mieste,,,En su lugar original,,På sitt opprinnelige sted,,Á upprunalegum stað,
1,0,0,0,0,Skeleton,,,,,Skeleton,Bony structure of the body,Skeleton,Skeleón,Knöchelstruktur des Körpers,Kostná štruktúra tela,Esqueleto,Estructura ósea del cuerpo,Skjelett,Beny struktur i kroppen,Beinagrind,Bein uppbygging líkamans
1,0,0,0,0,Solidus,Solidi,Solidum,m.,2nd,Solid,Not liquid or gas,Solide,Tuhý,Keine Flüssigkeit oder Gas,Nie kvapalina alebo plyn,Sólido,No líquido ni gas,Fast,Ikke væske eller gass,Solid,Ekki vökvi eða gas
0,1,0,0,0,Solubilis,,,,,Soluble,Capable of being dissolved,Löslich,Rozpustný,"In der Lage, aufgelöst zu werden",Je možné rozpustiť,Soluble,Capaz de ser disuelto,Løselig,I stand til å bli oppløst,Leysanlegt,Fær um að vera uppleyst
1,0,0,0,0,Solution,,,,,Solution,Homogeneous mixture,Lösung,Riešenie,Homogene Mischung,Homogénna zmes,Solución,Mezcla homogénea,Løsning,Homogen blanding,Lausn,Einsleit blanda
1,0,0,0,0,Somatogenes,Somatogenesei,Somatogenesim,f.,5th,Somatogenesis,Development of body tissues,Somatogenese,Somatogenéza,Entwicklung von Körpergeweben,Vývoj telesných tkanív,Somatogénesis,Desarrollo de tejidos corporales,Somatogenese,Utvikling av kroppsvev,Somatogenesis,Þróun líkamsvefja
0,1,0,0,0,Spasmolysis,,,,,Spasmolysis,Relief of muscle spasms,Spasmolyse,Spasmolýza,Linderung von Muskelkrämpfen,Úľava od svalových kŕčov,Espasmólisis,Alivio de los espasmos musculares,Spasmolyse,Lindring av muskelspasmer,Spasmolysis,Léttir á vöðvakrampa
1,0,0,0,0,Spasmus,Spasmi,Spasmum,m.,2nd,Spasm,Involuntary muscle contraction,Krampf,Kŕč,Unfreiwillige Muskelkontraktion,Nedobrovoľná kontrakcia svalov,Espasmo,Contracción muscular involuntaria,Spasme,Ufrivillig muskelsammentrekning,Krampa,Ósjálfráður vöðvasamdráttur
1,0,0,0,0,Spasticus,Spastici,Spasticum,m.,2nd,Spastic,Characterized by muscle spasms,Spastisch,Spastický,Gekennzeichnet durch Muskelkrämpfe,Charakterizované svalovými kŕčmi,Espástico,Caracterizado por espasmos musculares,Spastisk,Karakterisert av muskelspasmer,Spastic,Einkennist af vöðvakrampa
1,0,0,0,0,Spatium,Spatii,Spatium,n.,2nd,Space,Volume or area,Raum,Priestor,Volumen oder Bereich,Objem alebo oblasť,Espacio,Volumen o área,Rom,Volum eller område,Rými,Rúmmál eða svæði
1,0,0,0,0,Species,Speciesei,Species,f.,5th,Species,Type or kind of organism,Spezies,Druh,Typ oder Art von Organismus,Typ organizmu,Especies,Tipo o tipo de organismo,Arter,Type eller slags organisme,Tegundir,Tegund eða tegund lífveru
1,0,0,0,0,Sphincter,,,,,Sphincter,Muscle that controls an opening,Schließmuskel,Zvierač,"Muskel, der eine Öffnung steuert","Sval, ktorý riadi otvor",Esfínter,Músculo que controla una abertura,Sfinkter,Muskel som kontrollerer en åpning,Hringvöðva,Vöðvi sem stjórnar opnun
1,0,0,0,0,Spina,Spinae,Spinam,f.,1st,Spine,Backbone,Wirbelsäule,Chrbtica,Rückgrat,Chrbtica,Columna vertebral,Columna vertebral,Ryggrad,Ryggrad,Hrygg,Burðarás
0,1,0,0,0,Spinalis,,,,,Spinal,Relating to the spine,Spinal,Miecha,In Bezug auf die Wirbelsäule,Týkajúce sa chrbtice,Espinal,Relacionado con la columna vertebral,Spinal,Relatert til ryggraden,Mæn,Sem tengjast hryggnum
0,1,0,0,0,Spiralis,,,,,Spiral,Shaped like a spiral,Spiral,Špirála,Wie eine Spirale geformt,V tvare špirály,Espiral,Formado como una espiral,Spiral,Formet som en spiral,Spiral,Mótað eins og spíral
1,0,0,0,0,Spiritus,Spiriti,Spiritum,m.,2nd,Spirit,Alcoholic drink,Geist,Duchovnosť,Alkoholisches Getränk,Alkoholický nápoj,Espíritu,Bebida alcohólica,Ånd,Alkoholholdig drikk,Andi,Áfengi drykkur
0,1,0,0,0,Spondylarthrosis,,,,,Spondylarthrosis,Degeneration of spinal joints,Spondylarthrose,Spondylatróza,Degeneration der Wirbelsäulengelenke,Degenerácia miechových kĺbov,Espondilartrosis,Degeneración de las articulaciones espinales,Spondylarrose,Degenerasjon av ryggmarg,Spondylarthrosis,Hrörnun á mænu liðum
0,1,0,0,0,Spondylosis,,,,,Spondylosis,Degeneration of the spine,Spondylose,Spondylóza,Degeneration der Wirbelsäule,Degenerácia chrbtice,Espondilosis,Degeneración de la columna,Spondylose,Degenerasjon av ryggraden,Spondylosis,Hrörnun hryggsins
0,1,0,0,0,Spurius,Spurii,Spurium,,,FALSE,Not genuine,FALSCH,Nepravdivý,Nicht echt,Nie skutočný,FALSO,No genuino,FALSK,Ikke ekte,Ósatt,Ekki ósvikinn
1,0,0,0,0,Statim,,,,,Immediately,Without delay,Sofort,Okamžite,Ohne Verzögerung,Bezodkladne,Inmediatamente,Sin demora,Øyeblikkelig,Uten forsinkelse,Strax,Án tafar
1,0,0,0,0,Status,Stati,Status,m.,2nd,Status,Condition or state of health,Status,Stav,Zustand oder Gesundheitszustand,Stav alebo stav zdravia,Estado,Condición o estado de salud,Status,Tilstand eller helsestilstand,Staða,Ástand eða heilsufar
1,0,0,0,0,Stenocardia,Stenocardiae,Stenocardiām,f.,1st,Angina,Chest pain due to reduced blood flow to the heart,Angina,Pectory,Brustschmerzen aufgrund des verringerten Blutflusses am Herzen,Bolesť na hrudníku v dôsledku zníženého prietoku krvi do srdca,Angina de pecho,Dolor en el pecho debido al flujo sanguíneo reducido al corazón,Angina,Brystsmerter på grunn av redusert blodstrøm til hjertet,Hjartaöng,Brjóstverk vegna minni blóðflæðis til hjartans
0,1,0,0,0,Stenosis,,,,,Stenosis,Narrowing of a passage or vessel,Stenose,Stenóza,Verengung eines Durchgangs oder eines Schiffes,Zúženie priechodu alebo plavidla,Estenosis,Estrechamiento de un pasaje o vaso,Stenose,Innsnevring av en passasje eller fartøy,Stenosis,Þrenging á leið eða skipi
0,1,0,0,0,Sternocostalis,,,,,Sternocostal,Relating to the sternum and ribs,Sternocostal,Sternocostál,Im Zusammenhang mit dem Brustbein und den Rippen,Týkajúce sa hrudnej kosti a rebier,Esternocostal,Relacionado con el esternón y las costillas,Sternocostal,Relatert til brystbenet og ribbeina,Sternocostal,Sem tengjast bringubeini og rifbeinum
0,1,0,0,0,Stomatitis,,,,,Stomatitis,Inflammation of the mouth,Stomatitis,Stomatitída,Mundentzündung,Zápal úst,Estomatitis,Inflamación de la boca,Stomatitt,Munnens betennelse,STOMATITIS,Bólga í munninum
1,0,0,0,0,Structura,Structurae,Structuram,f.,1st,Structure,Arrangement of parts,Struktur,Štruktúra,Anordnung von Teilen,Usporiadanie častí,Estructura,Disposición de piezas,Struktur,Arrangement av deler,Uppbygging,Fyrirkomulag hluta
0,1,0,0,0,Styloideus,Styloidei,Styloideum,,,Styloid,Relating to a slender bony projection,Styloid,Styloidný,In Bezug auf eine schlanke knöcherne Projektion,Týkajúce sa štíhlej krížovej projekcie,Estilón,Relacionado con una proyección ósea delgada,Styloid,Relatert til en slank benete projeksjon,Styloid,Sem tengjast mjóri beindri vörpun
0,0,0,0,1,Sub (Acc. and Abl.),,,,,Under,,Unter,Pod,,,Bajo,,Under,,Under,
0,1,0,0,0,Subclavius,Subclavii,Subclavium,,,Subclavian,Relating to the area under the clavicle,Subclavier,Subklavián,In Bezug auf den Bereich unter dem Schlüsselbein,Týkajúce sa oblasti pod kosťou,Subclavio,Relacionado con el área debajo de la clavícula,Subclavian,Relatert til området under krageben,Subclavian,Sem tengjast svæðinu undir leggöngum
1,0,0,0,0,Subcutaneus,Subcutanei,Subcutaneum,m.,2nd,Subcutaneous,Under the skin,Subkutan,Subkutánny,Unter der Haut,Pod kožou,Subcutáneo,Debajo de la piel,Subkutan,Under huden,Undir húð,Undir húðinni
1,0,0,0,0,Subdeltoideus,Subdeltoidei,Subdeltoideum,m.,2nd,Subdeltoid,Located beneath the deltoid muscle,Subdeltoid,Subdeltoidný,Befindet sich unter dem Deltamuskel,Nachádza sa pod deltoidným svalstvom,Subdeloide,Ubicado debajo del músculo deltoides,Subdeltoid,Ligger under deltoidmuskelen,Subdeltoid,Staðsett undir deltoid vöðvanum
0,1,0,0,0,Subduralis,,,,,Subdural,Under the dura mater,Subdural,Podpora,Unter der Dura Mater,Pod dura mater,Subdural,Bajo la duramadre,Subdural,Under Dura Mater,Subdual,Undir Dura Mater
0,1,0,0,0,Sublingualis,,,,,Sublingual,Under the tongue,Sublingual,Sublingválny,Unter der Zunge,Pod jazykom,Sublingual,Bajo la lengua,Sublingual,Under tungen,Subitial,Undir tungunni
0,1,0,0,0,Submandibularis,,,,,Submandibular,Under the mandible,Submandibular,Submandibulárny,Unter dem Unterkiefer,Pod čiarou,Submandibular,Bajo la mandíbula,Submandibular,Under mandibelen,Submandibular,Undir mandible
1,0,0,0,0,Substantia,Substantiae,Substantiam,f.,1st,Substance,Material of which something is made,Substanz,Podstata,"Material, von dem etwas gemacht wird","Materiál, z ktorého sa niečo vyrába",Sustancia,Material del cual se hace algo,Stoff,Materiale som noe er laget,Efni,Efni sem eitthvað er gert
0,1,0,0,0,Subtilis,,,,,Subtle,Fine or delicate,Subtil,Jemný,Fein oder zart,Jemné alebo jemné,Sutil,Bien o delicado,Subtil,Fin eller delikat,Lúmskur,Fínt eða viðkvæmt
1,0,0,0,0,Sulcus,Sulci,Sulcum,m.,2nd,Groove,Long narrow cut or depression,Rille,Drážka,Langer schmaler Schnitt oder Depression,Dlhý úzky rez alebo depresia,Ranura,Corte o depresión largo y estrecho,Rille,Lang smal kutt eller depresjon,Gróp,Löng þröngt niðurskurður eða þunglyndi
0,1,0,0,0,Superficialis,,,,,Superficial,Located near the surface,Oberflächlich,Povrchný,Befindet sich in der Nähe der Oberfläche,Umiestnené blízko povrchu,Superficial,Ubicado cerca de la superficie,Overfladisk,Ligger nær overflaten,Yfirborðskennt,Staðsett nálægt yfirborðinu
0,1,0,0,0,Superior,Superioris,Superiorem,,,Superior,Located above or higher in position,Vorgesetzter,Nadradený,Befindet sich oben oder höher in Position,Umiestnené nad alebo vyššou v polohe,Superior,Ubicado arriba o superior en posición,Overlegen,Ligger over eller høyere i posisjon,Superior,Staðsett fyrir ofan eða hærri í stöðu
1,0,0,0,0,Suppositorium,Suppositorii,Suppositorium,n.,2nd,Suppository,Medication inserted into the body,Zäpfchen,Čapík,Medikamente in den Körper eingeführt,Lieky vložené do tela,Supositorio,Medicamentos insertados en el cuerpo,Suppositorium,Medisinering satt inn i kroppen,Suppository,Lyf sett í líkamann
0,1,0,0,0,Supraclavicularis,,,,,Supraclavicular,Above the clavicle,Supraklavikulär,Supraclavikulárny,Über dem Schlüsselbein,Nad kľúčnou kosťou,Supraclavicular,Sobre la clavícula,Supraklavikulær,Over krageben,Supraclavicular,Fyrir ofan leghyrninginn
0,1,0,0,0,Supraorbitalis,,,,,Supraorbital,Above the eye socket,Supraorbital,Supraorbitálny,Über der Augenhöhle,Nad očnou objímkou,Supraorbital,Sobre la cuenca del ojo,Supraorbital,Over øyekontakten,Supraorbital,Fyrir ofan augnsokann
0,1,0,0,0,Suprarenalis,Suprarenalis,Suprarenalem,,,Suprarenal,Relating to the adrenal glands,Suprarenal,Suprareálny,In Bezug auf die Nebennierendrüsen,Týkajúce sa nadobličiek,Suprarrato,Relacionado con las glándulas suprarrenales,Suprarenal,Relatert til binyrene,Suprarenal,Sem tengjast nýrnahettum
0,1,0,0,0,Supravaginalis,Supravaginalis,Supravaginalem,,,Supravaginal,Located above the vagina,Supravaginal,Supravaginálny,Befindet sich über der Vagina,Nachádza sa nad vagínou,Supravaginal,Ubicado sobre la vagina,Supravaginal,Ligger over skjeden,Supravaginal,Staðsett fyrir ofan leggöngin
1,0,0,0,0,Supremus,Supremi,Supremum,m.,2nd,Highest,The most elevated,Höchste,Najvyšší,Am hochsten,Najviac vyvýšené,El más alto,El más elevado,Høyest,Den mest forhøyede,Hæst,Það sem mest er
1,0,0,0,0,Suspectus,Suspecti,Suspectum,m.,2nd,Suspect,Regarded as potentially harmful,Verdächtig,Podozrivý,Als potenziell schädlich angesehen,Považované za potenciálne škodlivé,Sospechar,Considerado como potencialmente dañino,Mistenkt,Betraktet som potensielt skadelig,Grunaður,Talið sem hugsanlega skaðlegt
1,0,0,0,0,Suspicio,Suspiciois,Suspicione,f.,3rd,Suspicion,Feeling of doubt or mistrust,Verdacht,Podozrenie,Zweifel oder Misstrauen,Pocit pochybností alebo nedôvery,Sospecha,Sensación de duda o desconfianza,Mistanke,Følelse av tvil eller mistillit,Grun,Vafatilfinning eða vantraust
0,0,0,0,1,Suspicion fracturae,Suspicion fracturaeis,Suspicion fracturae,,3rd,Suspected fracture,,Verdacht auf Fraktur,Podozrenie na zlomeninu,,,Sospecha de fractura,,Mistenkt brudd,,Grunur um beinbrot,
1,0,0,0,0,Sutura,Suturae,Suturam,f.,1st,Suture,Stitching of tissues,Naht,Stehovať,Taschentücher Nähen,Šitie tkanív,Sutura,Costura de tejidos,Sutur,Søm av vev,Suture,Sauma vefi
0,1,0,0,0,Sympathicus,Sympathici,Sympathicum,,,Sympathetic,Relating to the autonomic nervous system,Sympathisch,Sympatický,In Bezug auf das autonome Nervensystem,Týkajúce sa autonómneho nervového systému,Simpático,Relacionado con el sistema nervioso autónomo,Medfølende,Relatert til det autonome nervesystemet,Samúð,Sem tengjast sjálfstjórnandi taugakerfinu
0,1,0,0,0,Symphysis,,,,,Joint,Union between bones,Gemeinsam,Kĺbový,Vereinigung zwischen Knochen,Spojenie medzi kosťami,Articulación,Unión entre huesos,Ledd,Union mellom bein,Liðinn,Sameining milli beina
1,0,0,0,0,Symptoma,Symptomae,Symptomam,f.,1st,Symptom,Sign of a condition,Symptom,Príznak,Zeichen eines Zustands,Znak stavu,Síntoma,Signo de una condición,Symptom,Tegn på en tilstand,Einkenni,Merki um ástand
0,1,0,0,0,Synchondrosis,,,,,Cartilaginous joint,Type of joint with cartilage,Knorpelgelenk,Chrupavka,Art der Verbindung mit Knorpel,Typ kĺbu s chrupavkou,Articulación cartilaginosa,Tipo de articulación con cartílago,Bruskledd,Type ledd med brusk,Brjósklítil samskeyti,Tegund liða með brjóskum
1,0,0,0,0,Syndroma,Syndromae,Syndromam,f.,1st,Syndrome,Group of symptoms,Syndrom,Syndróm,Gruppe von Symptomen,Skupina príznakov,Síndrome,Grupo de síntomas,Syndrom,Gruppe av symptomer,Heilkenni,Hópur einkenna
1,0,0,0,0,Systema,Systemae,Systemam,f.,1st,System,System of parts working together,System,Systém,"System von Teilen, die zusammenarbeiten","Systém častí, ktoré spolupracujú",Sistema,Sistema de piezas que trabajan juntas,System,System med deler som jobber sammen,Kerfi,Kerfi hluta sem vinna saman
0,1,0,0,0,Systemicus,Systemici,Systemicum,,,Systemic,Relating to the whole system,Systemisch,Systémový,In Bezug auf das gesamte System,Týkajúce sa celého systému,Sistémico,Relacionado con todo el sistema,Systemisk,Relatert til hele systemet,Kerfisbundið,Sem tengjast öllu kerfinu
1,0,0,0,0,Systole,Systoleis,Systolem,n.,3rd,Systole,Phase of heart contraction,Systole,Systol,Phase der Herzkontraktion,Fáza kontrakcie srdca,Sístole,Fase de la contracción del corazón,Systole,Fase av hjertekontraksjon,Systole,Áfangi hjarta samdráttar
1,0,0,0,0,Tabula,Tabulae,Tabulam,f.,1st,Tablet,Small form of medication,Tablette,Tablet,Kleine Form der Medikamente,Malá forma liekov,Tableta,Pequeña forma de medicamentos,Tablett,Liten form for medisiner,Tafla,Lítið lyfjameðferð
1,0,0,0,0,Tabuletta,Tabulettae,Tabulettam,f.,1st,Tablet,Small form of medication,Tablette,Tablet,Kleine Form der Medikamente,Malá forma liekov,Tableta,Pequeña forma de medicamentos,Tablett,Liten form for medisiner,Tafla,Lítið lyfjameðferð
1,0,0,0,0,Taenia,Taeniae,Taeniam,f.,1st,Tapeworm,Parasitic flatworm,Bandwurm,Pásomňa,Parasitär Flachwurm,Parazitický,Tenia,Gusano parásito,Bendelorm,Parasittisk flatorm,Bapeworm,Parasitic Flatworm
1,0,0,0,0,Tachycardia,Tachycardiae,Tachycardiam,f.,1st,Tachycardia,Abnormally fast heart rate,Tachykardie,Tachykardia,Ungewöhnlich schnelle Herzfrequenz,Abnormálne rýchla srdcová frekvencia,Taquicardia,Ritmo cardíaco anormalmente rápido,Takykardi,Unormalt rask hjertefrekvens,Hraðtaktur,Óeðlilega hröð hjartsláttartíðni
1,0,0,0,0,Tachypnoe,Tachypnoeis,Tachypnoem,n.,3rd,Tachypnea,Abnormally rapid breathing,Tachypnoe,Tachypnoea,Ungewöhnlich schnelles Atmen,Neobvykle rýchle dýchanie,Taquipnea,Respiración anormalmente rápida,Tachypnea,Unormalt rask pust,Tachypnea,Óeðlilega hröð öndun
0,1,0,0,0,Tarsalis,,,,,Tarsal,Relating to the ankle or foot bones,Tarsal,Dechto,In Bezug auf die Knöchel- oder Fußknochen,Týkajúce sa členkového alebo nôh kostí,Tarsal,Relacionado con el tobillo o los huesos de los pies,Tarsal,Relatert til ankelen eller fotbeinene,Tarsal,Sem tengjast ökkla eða fótum
0,1,0,0,0,Tasometatarsalis,,,,,Metatarsal,Relating to the bones of the foot,Mittelfuß,Metatarzálny,In Bezug auf die Fußknochen,Týkajúce sa kostí chodidla,Metatarsiano,Relacionado con los huesos del pie,Metatarsal,Relatert til fotens bein,Metatarsal,Sem tengjast beinum fótanna
1,0,0,0,0,Tempora,Temporae,Temporem,f.,1st,Temple,Side part of the head,Tempel,Chrám,Seitenteil des Kopfes,Bočná časť hlavy,Templo,Parte lateral de la cabeza,Tempel,Sidedel av hodet,Musteri,Hliðarhluti höfuðsins
0,1,0,0,0,Tendineus,Tendinei,Tendineum,,,Tendinous,Relating to a tendon,Tendenziell tendend,Zákerný,In Bezug auf eine Sehne,Týkajúce sa šľachy,Tendinoso,Relacionado con un tendón,Tendinøst,Relatert til en sene,Tendinous,Sem tengjast sinum
1,0,0,0,0,Tendo,,,,,Tendon,Connects muscles to bones,Sehne,Šľacha,Verbindet Muskeln mit Knochen,Spája svaly s kosťami,Tendón,Conecta los músculos a los huesos,Sene,Kobler muskler til bein,Sin,Tengir vöðva við bein
0,1,0,0,0,Tenuis,,,,,Thin,Having little thickness,Dünn,Tenký,Wenig Dicke haben,Mať malú hrúbku,Delgado,Tener poco grosor,Tynn,Har liten tykkelse,Þunnt,Að hafa litla þykkt
1,0,0,0,0,Teres,Teresei,Teresem,f.,5th,Teres,Round and smooth muscle,Teres,Vetry,Runde und glatte Muskel,Zaokrúhlený a hladký sval,Teres,Músculo redondo y liso,Teres,Rund og glatt muskel,Teres,Kringlótt og sléttur vöðvi
0,1,0,0,0,Tertius,Tertii,Tertium,,,Third,Position three,Dritte,Tretiny,Position drei,Pozícia tri,Tercero,Posición tres,Tredje,Posisjon tre,Þriðja,Staða þrjú
0,1,0,0,0,Testis,,,,,Testis,Organ that produces sperm,Hoden,Semenník,"Organ, das Sperma produziert","Orgán, ktorý vyrába spermie",Testículo,Órgano que produce esperma,Testis,Orgel som produserer sæd,Testis,Orgel sem framleiðir sæði
1,0,0,0,0,Thanatophobia,Thanatophobiae,Thanatophobiam,f.,1st,Fear of death,Anxiety about dying,Todesfurcht,Strach zo smrti,Angst vor dem Sterben,Úzkosť z umierania,Miedo a la muerte,Ansiedad por morir,Frykt for død,Angst for å dø,Ótti við dauðann,Kvíði fyrir að deyja
0,1,0,0,0,Thoracicus,Thoracici,Thoracicum,,,Thoracic,Relating to the chest,Thorakal,Hrudný,In Bezug auf die Brust,Týkajúce sa hrudníka,Torácico,Relacionado con el cofre,Thorax,Relatert til brystet,Brjósthol,Sem tengjast bringunni
1,0,0,0,0,Thoracotomia,Thoracotomiae,Thoracotomiam,f.,1st,Thoracotomy,Surgical opening of the chest,Thorakotomie,Torakotómia,Chirurgische Öffnung der Brust,Chirurgický otvor hrudníka,Toracotomía,Apertura quirúrgica del cofre,Thoracotomy,Kirurgisk åpning av brystet,Brjósthol,Skurðaðgerð á brjósti
1,0,0,0,0,Thorax,,,,,Thorax,Chest cavity,Thorax,Hrudník,Brusthöhle,Hrudná dutina,Tórax,Cavidad torácica,Thorax,Brysthulen,Brjósthol,Brjósthol
