english_name,slovak_name,atc_primary,atc_all
norfloxacin and metronidazole,,J01RA14,
cefixime and ornidazole,,J01RA15,
cefixime and azithromycin,,J01RA16,
teicoplanin,,J01XA02,
telavancin,,J01XA03,
dalbavancin,,J01XA04,
oritavancin,,J01XA05,
nitrofurantoin,,J01XE01,
nifurtoinol,,J01XE02,
furazidin,,J01XE03,
"nitrofurantoin, combinations",,J01XE51,
fosfomycin,,J01XX01,S02AA17
xibornol,,J01XX02,
clofoctol,,J01XX03,
spectinomycin,,J01XX04,
methenamine,,J01XX05,
nitroxoline,,J01XX07,
linezolid,,J01XX08,
daptomycin,,J01XX09,
tedizolid,,J01XX11,
lefamulin,,J01XX12,
itraconazole,,J02AC02,
voriconazole,,J02AC03,
posaconazole,,J02AC04,
isavuconazole,,J02AC05,
oteseconazole,,J02AC06,
caspofungin,,J02AX04,
micafungin,,J02AX05,
anidulafungin,,J02AX06,
ibrexafungerp,,J02AX07,
rezafungin acetate,,J02AX08,
4-aminosalicylic acid,,J04AA01,
sodium aminosalicylate,,J04AA02,
calcium aminosalicylate,,J04AA03,
cycloserine,,J04AB01,
rifampicin,,J04AB02,
rifabutin,,J04AB04,
rifapentine,,J04AB05,
enviomycin,,J04AB06,
capreomycin,,J04AB30,
isoniazid,,J04AC01,
"isoniazid, combinations",,J04AC51,
protionamide,,J04AD01,
tiocarlide,,J04AD02,
ethionamide,,J04AD03,
pyrazinamide,,J04AK01,
ethambutol,,J04AK02,
terizidone,,J04AK03,
morinamide,,J04AK04,
bedaquiline,,J04AK05,
delamanid,,J04AK06,
thioacetazone,,J04AK07,
pretomanid,,J04AK08,
streptomycin and isoniazid,,J04AM01,
rifampicin and isoniazid,,J04AM02,
ethambutol and isoniazid,,J04AM03,
thioacetazone and isoniazid,,J04AM04,
"rifampicin, pyrazinamide and isoniazid",,J04AM05,
"rifampicin, pyrazinamide, ethambutol and isoniazid",,J04AM06,
"rifampicin, ethambutol and isoniazid",,J04AM07,
"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",,J04AM08,
clofazimine,,J04BA01,
aldesulfone sodium,,J04BA03,
dapsone and rifampicin,,J04BA50,
"dapsone, rifampicin and clofazimine",,J04BA51,
metisazone,,J05AA01,
vidarabine,,J05AB03,S01AD06
ganciclovir,,J05AB06,S01AD09
famciclovir,,J05AB09,S01AD07
valaciclovir,,J05AB11,
cidofovir,,J05AB12,
valganciclovir,,J05AB14,
brivudine,,J05AB15,
remdesivir,,J05AB16,
brincidofovir,,J05AB17,
molnupiravir,,J05AB18,
rimantadine,,J05AC02,
foscarnet,,J05AD01,
fosfonet,,J05AD02,
saquinavir,,J05AE01,
indinavir,,J05AE02,
ritonavir,,J05AE03,
nelfinavir,,J05AE04,
amprenavir,,J05AE05,
fosamprenavir,,J05AE07,
atazanavir,,J05AE08,
tipranavir,,J05AE09,
darunavir,,J05AE10,
ensitrelvir,,J05AE16,
nirmatrelvir and ritonavir,,J05AE30,
zidovudine,,J05AF01,
didanosine,,J05AF02,
zalcitabine,,J05AF03,
stavudine,,J05AF04,
lamivudine,,J05AF05,
abacavir,,J05AF06,
tenofovir disoproxil,,J05AF07,
adefovir dipivoxil,,J05AF08,
emtricitabine,,J05AF09,
entecavir,,J05AF10,
telbivudine,,J05AF11,
clevudine,,J05AF12,
tenofovir alafenamide,,J05AF13,
nevirapine,,J05AG01,
delavirdine,,J05AG02,
efavirenz,,J05AG03,
etravirine,,J05AG04,
rilpivirine,,J05AG05,
doravirine,,J05AG06,
zanamivir,,J05AH01,
oseltamivir,,J05AH02,
peramivir,,J05AH03,
laninamivir,,J05AH04,
raltegravir,,J05AJ01,
elvitegravir,,J05AJ02,
dolutegravir,,J05AJ03,
cabotegravir,,J05AJ04,
ribavirin,,J05AP01,
telaprevir,,J05AP02,
boceprevir,,J05AP03,
faldaprevir,,J05AP04,
simeprevir,,J05AP05,
asunaprevir,,J05AP06,
daclatasvir,,J05AP07,
sofosbuvir,,J05AP08,
dasabuvir,,J05AP09,
elbasvir,,J05AP10,
grazoprevir,,J05AP11,
coblopasvir,,J05AP12,
ravidasvir,,J05AP13,
sofosbuvir and ledipasvir,,J05AP51,
"dasabuvir, ombitasvir, paritaprevir and ritonavir",,J05AP52,
"ombitasvir, paritaprevir and ritonavir",,J05AP53,
elbasvir and grazoprevir,,J05AP54,
sofosbuvir and velpatasvir,,J05AP55,
"sofosbuvir, velpatasvir and voxilaprevir",,J05AP56,
glecaprevir and pibrentasvir,,J05AP57,
"daclatasvir, asunaprevir and beclabuvir",,J05AP58,
zidovudine and lamivudine,,J05AR01,
lamivudine and abacavir,,J05AR02,
tenofovir disoproxil and emtricitabine,,J05AR03,
"zidovudine, lamivudine and abacavir",,J05AR04,
"zidovudine, lamivudine and nevirapine",,J05AR05,
"emtricitabine, tenofovir disoproxil and efavirenz",,J05AR06,
"stavudine, lamivudine and nevirapine",,J05AR07,
"emtricitabine, tenofovir disoproxil and rilpivirine",,J05AR08,
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",,J05AR09,
lopinavir and ritonavir,,J05AR10,
"lamivudine, tenofovir disoproxil and efavirenz",,J05AR11,
lamivudine and tenofovir disoproxil,,J05AR12,
"lamivudine, abacavir and dolutegravir",,J05AR13,
darunavir and cobicistat,,J05AR14,
atazanavir and cobicistat,,J05AR15,
lamivudine and raltegravir,,J05AR16,
emtricitabine and tenofovir alafenamide,,J05AR17,
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",,J05AR18,
"emtricitabine, tenofovir alafenamide and rilpivirine",,J05AR19,
"emtricitabine, tenofovir alafenamide and bictegravir",,J05AR20,
dolutegravir and rilpivirine,,J05AR21,
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",,J05AR22,
atazanavir and ritonavir,,J05AR23,
"lamivudine, tenofovir disoproxil and doravirine",,J05AR24,
lamivudine and dolutegravir,,J05AR25,
darunavir and ritonavir,,J05AR26,
"lamivudine, tenofovir disoproxil and dolutegravir",,J05AR27,
stavudine and lamivudine,,J05AR28,
moroxydine,,J05AX01,
inosine pranobex,,J05AX05,
pleconaril,,J05AX06,
enfuvirtide,,J05AX07,
maraviroc,,J05AX09,
maribavir,,J05AX10,
umifenovir,,J05AX13,
enisamium iodide,,J05AX17,
letermovir,,J05AX18,
tilorone,,J05AX19,
pentanedioic acid imidazolyl ethanamide,,J05AX21,
ibalizumab,,J05AX23,
tecovirimat,,J05AX24,
baloxavir marboxil,,J05AX25,
amenamevir,,J05AX26,
favipiravir,,J05AX27,
bulevirtide,,J05AX28,
fostemsavir,,J05AX29,
lenacapavir,,J05AX31,
diphtheria antitoxin,,J06AA01,
tetanus antitoxin,,J06AA02,
snake venom antiserum,,J06AA03,
botulinum antitoxin,,J06AA04,
gas-gangrene sera,,J06AA05,
rabies serum,,J06AA06,
"immunoglobulins, normal human, for extravascular adm.",,J06BA01,
"immunoglobulins, normal human, for intravascular adm.",,J06BA02,
anti-D (rh) immunoglobulin,,J06BB01,
tetanus immunoglobulin,,J06BB02,
varicella/zoster immunoglobulin,,J06BB03,
hepatitis B immunoglobulin,,J06BB04,
rabies immunoglobulin,,J06BB05,
rubella immunoglobulin,,J06BB06,
vaccinia immunoglobulin,,J06BB07,
staphylococcus immunoglobulin,,J06BB08,
cytomegalovirus immunoglobulin,,J06BB09,
diphtheria immunoglobulin,,J06BB10,
hepatitis A immunoglobulin,,J06BB11,
"encephalitis, tick borne immunoglobulin",,J06BB12,
pertussis immunoglobulin,,J06BB13,
measles immunoglobulin,,J06BB14,
mumps immunoglobulin,,J06BB15,
anthrax immunoglobulin,,J06BB19,
nebacumab,,J06BC01,
raxibacumab,,J06BC02,
bezlotoxumab,,J06BC03,
obiltoxaximab,,J06BC04,
palivizumab,,J06BD01,
motavizumab,,J06BD02,
tixagevimab and cilgavimab,,J06BD03,
ansuvimab,,J06BD04,
sotrovimab,,J06BD05,
regdanvimab,,J06BD06,
casirivimab and imdevimab,,J06BD07,
nirsevimab,,J06BD08,
anthrax antigen,,J07AC01,
brucella antigen,,J07AD01,
"cholera, inactivated, whole cell",,J07AE01,
"cholera, live attenuated",,J07AE02,
"cholera, combinations with typhoid vaccine, inactivated, whole cell",,J07AE51,
diphtheria toxoid,,J07AF01,
"haemophilus influenzae B, purified antigen conjugated",,J07AG01,
"haemophilus influenzae B, combinations with toxoids",,J07AG51,
"haemophilus influenzae B, combinations with pertussis and toxoids",,J07AG52,
"haemophilus influenzae B, combinations with meningococcus C, conjugated",,J07AG53,
"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",,J07AG54,
"meningococcus A, purified polysaccharides antigen",,J07AH01,
other meningococcal monovalent purified polysaccharides antigen,,J07AH02,
"meningococcus A,C, bivalent purified polysaccharides antigen",,J07AH03,
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",,J07AH04,
other meningococcal polyvalent purified polysaccharides antigen,,J07AH05,
"meningococcus B, outer membrane vesicle vaccine",,J07AH06,
"meningococcus C, purified polysaccharides antigen conjugated",,J07AH07,
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",,J07AH08,
"meningococcus B, multicomponent vaccine",,J07AH09,
"meningococcus A, purified polysaccharides antigen conjugated",,J07AH10,
"pertussis, inactivated, whole cell",,J07AJ01,
"pertussis, purified antigen",,J07AJ02,
"pertussis, inactivated, whole cell, combinations with toxoids",,J07AJ51,
"pertussis, purified antigen, combinations with toxoids",,J07AJ52,
"plague, inactivated, whole cell",,J07AK01,
"pneumococcus, purified polysaccharides antigen",,J07AL01,
"pneumococcus, purified polysaccharides antigen conjugated",,J07AL02,
"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",,J07AL52,
tetanus toxoid,,J07AM01,
"tetanus toxoid, combinations with diphtheria toxoid",,J07AM51,
"tetanus toxoid, combinations with tetanus immunoglobulin",,J07AM52,
"tuberculosis, live attenuated",,J07AN01,
"typhoid, oral, live attenuated",,J07AP01,
"typhoid, inactivated, whole cell",,J07AP02,
"typhoid, purified polysaccharide antigen",,J07AP03,
"typhoid, combinations with paratyphi types",,J07AP10,
"typhus exanthematicus, inactivated, whole cell",,J07AR01,
leptospira vaccines,,J07AX01,
"encephalitis, tick borne, inactivated, whole virus",,J07BA01,
"encephalitis, Japanese, inactivated, whole virus",,J07BA02,
"encephalitis, Japanese, live attenuated",,J07BA03,
"influenza, inactivated, whole virus",,J07BB01,
"influenza, inactivated, split virus or surface antigen",,J07BB02,
"influenza, live attenuated",,J07BB03,
"influenza, virus like particles",,J07BB04,
"hepatitis B, purified antigen",,J07BC01,
"hepatitis A, inactivated, whole virus",,J07BC02,
"measles, live attenuated",,J07BD01,
"measles, combinations with mumps, live attenuated",,J07BD51,
"measles, combinations with mumps and rubella, live attenuated",,J07BD52,
"measles, combinations with rubella, live attenuated",,J07BD53,
"measles, combinations with mumps, rubella and varicella, live attenuated",,J07BD54,
"mumps, live attenuated",,J07BE01,
"poliomyelitis oral, monovalent, live attenuated",,J07BF01,
"poliomyelitis oral, trivalent, live attenuated",,J07BF02,
"poliomyelitis, trivalent, inactivated, whole virus",,J07BF03,
"poliomyelitis oral, bivalent, live attenuated",,J07BF04,
"rabies, inactivated, whole virus",,J07BG01,
"rota virus, live attenuated",,J07BH01,
"rota virus, pentavalent, live, reassorted",,J07BH02,
"rubella, live attenuated",,J07BJ01,
"rubella, combinations with mumps, live attenuated",,J07BJ51,
"varicella, live attenuated",,J07BK01,
"zoster, live attenuated",,J07BK02,
"zoster, purified antigen",,J07BK03,
"yellow fever, live attenuated",,J07BL01,
"papillomavirus (human types 6, 11, 16, 18)",,J07BM01,
"papillomavirus (human types 16, 18)",,J07BM02,
"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",,J07BM03,
"covid-19, RNA-based vaccine",,J07BN01,
"covid-19, viral vector, non-replicating",,J07BN02,
"covid-19, inactivated virus",,J07BN03,
"covid-19, protein subunit",,J07BN04,
"covid-19, virus-like particles",,J07BN05,
smallpox and monkeypox vaccines,,J07BX01,
ebola vaccines,,J07BX02,
dengue virus vaccines,,J07BX04,
respiratory syncytial virus vaccines,,J07BX05,
enterovirus 71 vaccines,,J07BX06,
diphtheria-poliomyelitis-tetanus,,J07CA01,
diphtheria-pertussis-poliomyelitis-tetanus,,J07CA02,
diphtheria-rubella-tetanus,,J07CA03,
haemophilus influenzae B and poliomyelitis,,J07CA04,
diphtheria-hepatitis B-pertussis-tetanus,,J07CA05,
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,,J07CA06,
diphtheria-hepatitis B-tetanus,,J07CA07,
haemophilus influenzae B and hepatitis B,,J07CA08,
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,,J07CA09,
typhoid-hepatitis A,,J07CA10,
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,,J07CA11,
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,,J07CA12,
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,,J07CA13,
malaria vaccines,,J07XA01,
cyclophosphamide,,L01AA01,
chlorambucil,,L01AA02,
melphalan,,L01AA03,
chlormethine,,L01AA05,
ifosfamide,,L01AA06,
trofosfamide,,L01AA07,
prednimustine,,L01AA08,
bendamustine,,L01AA09,
melphalan flufenamide,,L01AA10,
busulfan,,L01AB01,
treosulfan,,L01AB02,
mannosulfan,,L01AB03,
thiotepa,,L01AC01,
triaziquone,,L01AC02,
carboquone,,L01AC03,
carmustine,,L01AD01,
lomustine,,L01AD02,
semustine,,L01AD03,
streptozocin,,L01AD04,
fotemustine,,L01AD05,
nimustine,,L01AD06,
ranimustine,,L01AD07,
uramustine,,L01AD08,
etoglucid,,L01AG01,
mitobronitol,,L01AX01,
pipobroman,,L01AX02,
temozolomide,,L01AX03,
dacarbazine,,L01AX04,
methotrexate,,L01BA01,L04AX03
raltitrexed,,L01BA03,
pemetrexed,,L01BA04,
pralatrexate,,L01BA05,
mercaptopurine,,L01BB02,
tioguanine,,L01BB03,
cladribine,,L01BB04,L04AA40
fludarabine,,L01BB05,
clofarabine,,L01BB06,
nelarabine,,L01BB07,
cytarabine,,L01BC01,
fluorouracil,,L01BC02,
tegafur,,L01BC03,
carmofur,,L01BC04,
gemcitabine,,L01BC05,
capecitabine,,L01BC06,
azacitidine,,L01BC07,
decitabine,,L01BC08,
floxuridine,,L01BC09,
"fluorouracil, combinations",,L01BC52,
"tegafur, combinations",,L01BC53,
"decitabine, combinations",,L01BC58,
"trifluridine, combinations",,L01BC59,
vinblastine,,L01CA01,
vincristine,,L01CA02,
vindesine,,L01CA03,
vinorelbine,,L01CA04,
vinflunine,,L01CA05,
vintafolide,,L01CA06,
etoposide,,L01CB01,
teniposide,,L01CB02,
demecolcine,,L01CC01,
paclitaxel,,L01CD01,
docetaxel,,L01CD02,
paclitaxel poliglumex,,L01CD03,
cabazitaxel,,L01CD04,
paclitaxel and encequidar,,L01CD51,
topotecan,,L01CE01,
irinotecan,,L01CE02,
etirinotecan pegol,,L01CE03,
belotecan,,L01CE04,
trabectedin,,L01CX01,
dactinomycin,,L01DA01,
doxorubicin,,L01DB01,
daunorubicin,,L01DB02,
epirubicin,,L01DB03,
aclarubicin,,L01DB04,
zorubicin,,L01DB05,
idarubicin,,L01DB06,
mitoxantrone,,L01DB07,
pirarubicin,,L01DB08,
valrubicin,,L01DB09,
amrubicin,,L01DB10,
pixantrone,,L01DB11,
bleomycin,,L01DC01,
plicamycin,,L01DC02,
mitomycin,,L01DC03,
ixabepilone,,L01DC04,
imatinib,,L01EA01,
dasatinib,,L01EA02,
nilotinib,,L01EA03,
bosutinib,,L01EA04,
ponatinib,,L01EA05,
asciminib,,L01EA06,
gefitinib,,L01EB01,
erlotinib,,L01EB02,
afatinib,,L01EB03,
osimertinib,,L01EB04,
rociletinib,,L01EB05,
olmutinib,,L01EB06,
dacomitinib,,L01EB07,
icotinib,,L01EB08,
lazertinib,,L01EB09,
mobocertinib,,L01EB10,
aumolertinib,,L01EB11,
vemurafenib,,L01EC01,
dabrafenib,,L01EC02,
encorafenib,,L01EC03,
crizotinib,,L01ED01,
ceritinib,,L01ED02,
alectinib,,L01ED03,
brigatinib,,L01ED04,
lorlatinib,,L01ED05,
trametinib,,L01EE01,
cobimetinib,,L01EE02,
binimetinib,,L01EE03,
selumetinib,,L01EE04,
palbociclib,,L01EF01,
ribociclib,,L01EF02,
abemaciclib,,L01EF03,
temsirolimus,,L01EG01,
everolimus,,L01EG02,L04AH02
ridaforolimus,,L01EG03,
sirolimus,,L01EG04,L04AH01;S01XA23
lapatinib,,L01EH01,
neratinib,,L01EH02,
tucatinib,,L01EH03,
fedratinib,,L01EJ02,
pacritinib,,L01EJ03,
momelotinib,,L01EJ04,
axitinib,,L01EK01,
cediranib,,L01EK02,
tivozanib,,L01EK03,
fruquintinib,,L01EK04,
ibrutinib,,L01EL01,
acalabrutinib,,L01EL02,
zanubrutinib,,L01EL03,
orelabrutinib,,L01EL04,
pirtobrutinib,,L01EL05,
idelalisib,,L01EM01,
copanlisib,,L01EM02,
alpelisib,,L01EM03,
duvelisib,,L01EM04,
parsaclisib,,L01EM05,
erdafitinib,,L01EN01,
pemigatinib,,L01EN02,
infigratinib,,L01EN03,
futibatinib,,L01EN04,
sunitinib,,L01EX01,
sorafenib,,L01EX02,
pazopanib,,L01EX03,
vandetanib,,L01EX04,
regorafenib,,L01EX05,
masitinib,,L01EX06,
cabozantinib,,L01EX07,
lenvatinib,,L01EX08,
nintedanib,,L01EX09,
midostaurin,,L01EX10,
quizartinib,,L01EX11,
larotrectinib,,L01EX12,
gilteritinib,,L01EX13,
entrectinib,,L01EX14,
pexidartinib,,L01EX15,
capmatinib,,L01EX17,
avapritinib,,L01EX18,
ripretinib,,L01EX19,
tepotinib,,L01EX21,
selpercatinib,,L01EX22,
pralsetinib,,L01EX23,
surufatinib,,L01EX24,
umbralisib,,L01EX25,
sitravatinib,,L01EX26,
capivasertib,,L01EX27,
rituximab,,L01FA01,
ofatumumab,,L01FA02,L04AG12
obinutuzumab,,L01FA03,
inotuzumab ozogamicin,,L01FB01,
moxetumomab pasudotox,,L01FB02,
daratumumab,,L01FC01,
isatuximab,,L01FC02,
trastuzumab,,L01FD01,
pertuzumab,,L01FD02,
trastuzumab emtansine,,L01FD03,
trastuzumab deruxtecan,,L01FD04,
trastuzumab duocarmazine,,L01FD05,
margetuximab,,L01FD06,
cetuximab,,L01FE01,
panitumumab,,L01FE02,
necitumumab,,L01FE03,
nivolumab,,L01FF01,
pembrolizumab,,L01FF02,
durvalumab,,L01FF03,
avelumab,,L01FF04,
atezolizumab,,L01FF05,
cemiplimab,,L01FF06,
dostarlimab,,L01FF07,
prolgolimab,,L01FF08,
tislelizumab,,L01FF09,
retifanlimab,,L01FF10,
sugemalimab,,L01FF11,
serplulimab,,L01FF12,
toripalimab,,L01FF13,
bevacizumab,,L01FG01,S01LA08
ramucirumab,,L01FG02,
edrecolomab,,L01FX01,
gemtuzumab ozogamicin,,L01FX02,
catumaxomab,,L01FX03,
ipilimumab,,L01FX04,
brentuximab vedotin,,L01FX05,
dinutuximab beta,,L01FX06,
blinatumomab,,L01FX07,
elotuzumab,,L01FX08,
mogamulizumab,,L01FX09,
olaratumab,,L01FX10,
bermekimab,,L01FX11,
tafasitamab,,L01FX12,
enfortumab vedotin,,L01FX13,
polatuzumab vedotin,,L01FX14,
belantamab mafodotin,,L01FX15,
oportuzumab monatox,,L01FX16,
sacituzumab govitecan,,L01FX17,
amivantamab,,L01FX18,
sabatolimab,,L01FX19,
tremelimumab,,L01FX20,
naxitamab,,L01FX21,
loncastuximab tesirine,,L01FX22,
tisotumab vedotin,,L01FX23,
teclistamab,,L01FX24,
mosunetuzumab,,L01FX25,
mirvetuximab soravtansine,,L01FX26,
epcoritamab,,L01FX27,
glofitamab,,L01FX28,
talquetamab,,L01FX29,
pertuzumab and trastuzumab,,L01FY01,
nivolumab and relatlimab,,L01FY02,
prolgolimab and nurulimab,,L01FY03,
cisplatin,,L01XA01,
carboplatin,,L01XA02,
oxaliplatin,,L01XA03,
satraplatin,,L01XA04,
polyplatillen,,L01XA05,
procarbazine,,L01XB01,
porfimer sodium,,L01XD01,
methyl aminolevulinate,,L01XD03,
aminolevulinic acid,,L01XD04,
temoporfin,,L01XD05,
efaproxiral,,L01XD06,
padeliporfin,,L01XD07,
bexarotene,,L01XF03,
bortezomib,,L01XG01,
carfilzomib,,L01XG02,
ixazomib,,L01XG03,
vorinostat,,L01XH01,
romidepsin,,L01XH02,
panobinostat,,L01XH03,
belinostat,,L01XH04,
entinostat,,L01XH05,
vismodegib,,L01XJ01,
sonidegib,,L01XJ02,
glasdegib,,L01XJ03,
olaparib,,L01XK01,
niraparib,,L01XK02,
rucaparib,,L01XK03,
talazoparib,,L01XK04,
veliparib,,L01XK05,
pamiparib,,L01XK06,
niraparib and abiraterone,,L01XK52,
sitimagene ceradenovec,,L01XL01,
talimogene laherparepvec,,L01XL02,
axicabtagene ciloleucel,,L01XL03,
tisagenlecleucel,,L01XL04,
ciltacabtagene autoleucel,,L01XL05,
brexucabtagene autoleucel,,L01XL06,
idecabtagene vicleucel,,L01XL07,
lisocabtagene maraleucel,,L01XL08,
tabelecleucel,,L01XL09,
nadofaragene firadenovec,,L01XL10,
lifileucel,,L01XL11,
amsacrine,,L01XX01,
asparaginase,,L01XX02,
altretamine,,L01XX03,
hydroxycarbamide,,L01XX05,
lonidamine,,L01XX07,
pentostatin,,L01XX08,
masoprocol,,L01XX10,
estramustine,,L01XX11,
mitoguazone,,L01XX16,
tiazofurine,,L01XX18,
mitotane,,L01XX23,
pegaspargase,,L01XX24,
arsenic trioxide,,L01XX27,
denileukin diftitox,,L01XX29,
celecoxib,,L01XX33,M01AH01
anagrelide,,L01XX35,
oblimersen,,L01XX36,
omacetaxine mepesuccinate,,L01XX40,
eribulin,,L01XX41,
aflibercept,,L01XX44,S01LA05
venetoclax,,L01XX52,
vosaroxin,,L01XX53,
plitidepsin,,L01XX57,
epacadostat,,L01XX58,
enasidenib,,L01XX59,
ivosidenib,,L01XX62,
selinexor,,L01XX66,
tagraxofusp,,L01XX67,
lurbinectedin,,L01XX69,
tazemetostat,,L01XX72,
sotorasib,,L01XX73,
belzutifan,,L01XX74,
tebentafusp,,L01XX75,
adagrasib,,L01XX77,
navitoclax,,L01XX78,
imetelstat,,L01XX80,
cytarabine and daunorubicin,,L01XY01,
polyestradiol phosphate,,L02AA02,
fosfestrol,,L02AA04,
buserelin,,L02AE01,
leuprorelin,,L02AE02,
goserelin,,L02AE03,
triptorelin,,L02AE04,
histrelin,,L02AE05,
leuprorelin and bicalutamide,,L02AE51,
tamoxifen,,L02BA01,
toremifene,,L02BA02,
fulvestrant,,L02BA03,
elacestrant,,L02BA04,
flutamide,,L02BB01,
nilutamide,,L02BB02,
bicalutamide,,L02BB03,
enzalutamide,,L02BB04,
apalutamide,,L02BB05,
darolutamide,,L02BB06,
aminoglutethimide,,L02BG01,
formestane,,L02BG02,
anastrozole,,L02BG03,
letrozole,,L02BG04,
vorozole,,L02BG05,
exemestane,,L02BG06,
abarelix,,L02BX01,
degarelix,,L02BX02,
abiraterone,,L02BX03,
relugolix,,L02BX04,
abiraterone and prednisolone,,L02BX53,
filgrastim,,L03AA02,
molgramostim,,L03AA03,
sargramostim,,L03AA09,
lenograstim,,L03AA10,
ancestim,,L03AA12,
pegfilgrastim,,L03AA13,
lipegfilgrastim,,L03AA14,
balugrastim,,L03AA15,
empegfilgrastim,,L03AA16,
pegteograstim,,L03AA17,
efbemalenograstim alfa,,L03AA18,
eflapegrastim,,L03AA19,
interferon alfa natural,,L03AB01,
interferon beta natural,,L03AB02,
interferon gamma,,L03AB03,
interferon alfa-2a,,L03AB04,
interferon alfa-2b,,L03AB05,
interferon alfa-n1,,L03AB06,
interferon beta-1a,,L03AB07,
interferon beta-1b,,L03AB08,
interferon alfacon-1,,L03AB09,
peginterferon alfa-2b,,L03AB10,
peginterferon alfa-2a,,L03AB11,
albinterferon alfa-2b,,L03AB12,
peginterferon beta-1a,,L03AB13,
cepeginterferon alfa-2b,,L03AB14,
ropeginterferon alfa-2b,,L03AB15,
peginterferon alfacon-2,,L03AB16,
sampeginterferon beta-1a,,L03AB17,
"peginterferon alfa-2b, combinations",,L03AB60,
"peginterferon alfa-2a, combinations",,L03AB61,
aldesleukin,,L03AC01,
oprelvekin,,L03AC02,
lentinan,,L03AX01,
roquinimex,,L03AX02,
BCG vaccine,,L03AX03,
pegademase,,L03AX04,
pidotimod,,L03AX05,
poly I:C,,L03AX07,
poly ICLC,,L03AX08,
thymopentin,,L03AX09,
immunocyanin,,L03AX10,
tasonermin,,L03AX11,
melanoma vaccine,,L03AX12,
glatiramer acetate,,L03AX13,
histamine dihydrochloride,,L03AX14,
mifamurtide,,L03AX15,
plerixafor,,L03AX16,
sipuleucel-T,,L03AX17,
cridanimod,,L03AX18,
dasiprotimut-T,,L03AX19,
elapegademase,,L03AX21,
leniolisib,,L03AX22,
antilymphocyte immunoglobulin (horse),,L04AA03,
antithymocyte immunoglobulin (rabbit),,L04AA04,
mycophenolic acid,,L04AA06,
alefacept,,L04AA15,
gusperimus,,L04AA19,
abetimus,,L04AA22,
abatacept,,L04AA24,
belatacept,,L04AA28,
apremilast,,L04AA32,
imlifidase,,L04AA41,
belumosudil,,L04AA48,
efgartigimod alfa,,L04AA58,
etanercept,,L04AB01,
infliximab,,L04AB02,
afelimomab,,L04AB03,
adalimumab,,L04AB04,
certolizumab pegol,,L04AB05,
golimumab,,L04AB06,
opinercept,,L04AB07,
daclizumab,,L04AC01,
basiliximab,,L04AC02,
anakinra,,L04AC03,
rilonacept,,L04AC04,
ustekinumab,,L04AC05,
tocilizumab,,L04AC07,
canakinumab,,L04AC08,
briakinumab,,L04AC09,
secukinumab,,L04AC10,
siltuximab,,L04AC11,
brodalumab,,L04AC12,
ixekizumab,,L04AC13,
sarilumab,,L04AC14,
sirukumab,,L04AC15,
guselkumab,,L04AC16,
tildrakizumab,,L04AC17,
risankizumab,,L04AC18,
satralizumab,,L04AC19,
netakimab,,L04AC20,
bimekizumab,,L04AC21,
spesolimab,,L04AC22,
olokizumab,,L04AC23,
mirikizumab,,L04AC24,
levilimab,,L04AC25,
ciclosporin,,L04AD01,S01XA18
voclosporin,,L04AD03,
fingolimod,,L04AE01,
ozanimod,,L04AE02,
siponimod,,L04AE03,
ponesimod,,L04AE04,
etrasimod,,L04AE05,
tofacitinib,,L04AF01,
baricitinib,,L04AF02,
upadacitinib,,L04AF03,
filgotinib,,L04AF04,
itacitinib,,L04AF05,
peficitinib,,L04AF06,
deucravacitinib,,L04AF07,
ritlecitinib,,L04AF08,
muromonab-CD3,,L04AG01,
efalizumab,,L04AG02,
natalizumab,,L04AG03,
belimumab,,L04AG04,
vedolizumab,,L04AG05,
alemtuzumab,,L04AG06,
begelomab,,L04AG07,
ocrelizumab,,L04AG08,
emapalumab,,L04AG09,
inebilizumab,,L04AG10,
anifrolumab,,L04AG11,
teprotumumab,,L04AG13,
ublituximab,,L04AG14,
divozilimab,,L04AG15,
rozanolixizumab,,L04AG16,
eculizumab,,L04AJ01,
ravulizumab,,L04AJ02,
pegcetacoplan,,L04AJ03,S01XA31
sutimlimab,,L04AJ04,
avacopan,,L04AJ05,
zilucoplan,,L04AJ06,
crovalimab,,L04AJ07,
iptacopan,,L04AJ08,
danicopan,,L04AJ09,
leflunomide,,L04AK01,
teriflunomide,,L04AK02,
azathioprine,,L04AX01,
thalidomide,,L04AX02,
lenalidomide,,L04AX04,
pirfenidone,,L04AX05,
pomalidomide,,L04AX06,
dimethyl fumarate,,L04AX07,
